Starting pygame as no macOS has been detected
pygame 2.6.1 (SDL 2.28.4, Python 3.12.3)
Hello from the pygame community. https://www.pygame.org/contribute.html
         5112270 function calls (4771430 primitive calls) in 7.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
        1    0.000    0.000    0.001    0.001 resample.py:121(Resampler)
        1    0.000    0.000    0.034    0.034 minimizer.py:1(<module>)
        1    0.000    0.000    0.846    0.846 Save.py:1(<module>)
       27    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
        1    0.000    0.000    0.002    0.002 session.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
       63    0.000    0.000    0.002    0.000 context.py:75(from_string_and_config)
      210    0.000    0.000    0.000    0.000 docscrape.py:159(__getitem__)
      191    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
        2    0.000    0.000    0.002    0.001 _utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _sampling.py:1(<module>)
      163    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
       57    0.000    0.000    0.010    0.000 base_defparser.py:54(to_number)
        1    0.000    0.000    0.000    0.000 blocks.py:181(Block)
        1    0.000    0.000    0.000    0.000 _typing_extra.py:1(<module>)
        2    0.000    0.000    0.011    0.005 _bsplines.py:1(<module>)
        5    0.000    0.000    0.020    0.004 externaldate.py:5(ExternalDateFile)
       27    0.000    0.000    0.000    0.000 system.py:24(from_string)
       37    0.000    0.000    0.005    0.000 registry.py:59(parse_units_as_container)
       22    0.000    0.000    0.004    0.000 core.py:4930(parseImpl)
       89    0.000    0.000    0.000    0.000 __init__.py:196(__init__)
       12    0.000    0.000    0.010    0.001 core.py:1135(parse_string)
       16    0.000    0.000    0.000    0.000 arraypad.py:129(_set_pad_area)
        1    0.000    0.000    0.001    0.001 range.py:66(RangeIndex)
      104    0.000    0.000    0.000    0.000 _discriminated_union.py:487(_set_unique_choice_for_values)
        1    0.000    0.000    0.001    0.001 main.py:310(BaseModel)
       50    0.000    0.000    0.000    0.000 config.py:780(config_prefix)
        1    0.000    0.000    0.001    0.001 generic.py:154(SeriesGroupBy)
        5    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 _typed_ops.py:509(DataArrayOpsMixin)
        1    0.000    0.000    0.020    0.020 marker.py:1(<module>)
        1    0.000    0.000    0.004    0.004 rolling.py:1(<module>)
        1    0.000    0.000    0.008    0.008 cd.py:1(<module>)
      127    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.003    0.003 _pslinux.py:1664(Process)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
      136    0.000    0.000    0.000    0.000 class_validators.py:178(<genexpr>)
       35    0.000    0.000    0.000    0.000 _pslinux.py:1637(wrap_exceptions)
        1    0.000    0.000    0.025    0.025 lines.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:133(BeautifulSoup)
        9    0.000    0.000    0.001    0.000 _dill.py:162(get_file_type)
        1    0.000    0.000    0.008    0.008 _config.py:1(<module>)
        1    0.000    0.000    0.032    0.032 ssl_.py:1(<module>)
      8/5    0.000    0.000    0.000    0.000 main.py:756(__deepcopy__)
        1    0.000    0.000    0.015    0.015 cm.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pyio.py:1487(__init__)
        2    0.000    0.000    0.002    0.001 decorator.py:1(<module>)
        8    0.000    0.000    0.001    0.000 _version.py:55(__init__)
      371    0.000    0.000    0.000    0.000 enum.py:1287(name)
       10    0.000    0.000    0.001    0.000 plain.py:79(format_unit)
      170    0.000    0.000    0.000    0.000 textwrap.py:479(predicate)
       70    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
       89    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       71    0.000    0.000    0.000    0.000 fields.py:197(update_from_config)
       22    0.000    0.000    0.001    0.000 core.py:4037(_generateDefaultName)
        1    0.000    0.000    0.377    0.377 figure.py:1(<module>)
       29    0.000    0.000    0.001    0.000 functools.py:651(cache)
       16    0.000    0.000    0.000    0.000 __init__.py:2274(find_distributions)
      130    0.000    0.000    0.000    0.000 __init__.py:120(valid)
        2    0.000    0.000    0.002    0.001 _strptime.py:173(__init__)
        1    0.000    0.000    0.015    0.015 scale.py:1(<module>)
       16    0.000    0.000    0.001    0.000 core.py:4218(__init__)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
        1    0.000    0.000    0.003    0.003 _nonlin.py:1(<module>)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        1    0.000    0.000    0.006    0.006 PngImagePlugin.py:1(<module>)
        1    0.000    0.000    0.004    0.004 tags.py:1(<module>)
       61    0.000    0.000    0.000    0.000 util.py:965(__new__)
        2    0.000    0.000    0.000    0.000 getlimits.py:589(smallest_normal)
        1    0.000    0.000    0.083    0.083 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
      318    0.000    0.000    0.000    0.000 __init__.py:781(__iter__)
       23    0.000    0.000    0.000    0.000 core_schema.py:2400(union_schema)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:219(__init__)
      170    0.000    0.000    0.001    0.000 colors.py:953(copy)
       66    0.000    0.000    0.000    0.000 objects.py:211(__keytransform__)
        1    0.000    0.000    0.000    0.000 __init__.py:1023(__iter__)
        9    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
       13    0.000    0.000    0.000    0.000 _generate_schema.py:1873(_apply_single_annotation_json_schema)
        1    0.000    0.000    0.001    0.001 base_parser.py:1(<module>)
        2    0.000    0.000    0.001    0.001 abc.py:1(<module>)
       50    0.000    0.000    0.000    0.000 numbers.py:160(__set__)
      172    0.000    0.000    0.000    0.000 _core_utils.py:136(define_expected_missing_refs)
       68    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
   134/34    0.000    0.000    0.001    0.000 core.py:1913(__str__)
      171    0.000    0.000    0.000    0.000 expr.py:253(_node_not_implemented)
        5    0.000    0.000    0.001    0.000 decorator.py:177(create)
        7    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 timedeltas.py:103(TimedeltaArray)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       91    0.000    0.000    0.001    0.000 __init__.py:1897(_has)
       40    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        2    0.000    0.000    0.001    0.000 filetype.py:16(FileType)
        1    0.000    0.000    0.002    0.002 _psposix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _reader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset_plot.py:1(<module>)
        1    0.000    0.000    5.657    5.657 Functions.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _filters.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
      164    0.000    0.000    0.000    0.000 typing.py:2867(<genexpr>)
        1    0.000    0.000    0.007    0.007 masked.py:1(<module>)
       44    0.000    0.000    0.000    0.000 _core_utils.py:273(handle_tuple_schema)
        6    0.000    0.000    0.001    0.000 _strptime.py:238(pattern)
        1    0.000    0.000    0.022    0.022 specifiers.py:1(<module>)
     10/3    0.000    0.000    0.002    0.001 unicode.py:14(__get__)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
      309    0.000    0.000    0.000    0.000 fields.py:79(__deepcopy__)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        1    0.000    0.000    0.013    0.013 class_validators.py:1(<module>)
        1    0.000    0.000    0.032    0.032 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.001    0.001 _slsqp_py.py:1(<module>)
       45    0.000    0.000    0.000    0.000 accessor.py:110(_create_delegator_method)
        5    0.000    0.000    0.000    0.000 decorator.py:75(__init__)
       50    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
        1    0.000    0.000    0.008    0.008 _interpolate.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
       24    0.000    0.000    0.000    0.000 _known_annotated_metadata.py:418(check_metadata)
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x7a4ae33ab060}
        1    0.000    0.000    0.091    0.091 axes3d.py:1(<module>)
        1    0.000    0.000    0.025    0.025 __init__.py:625(__init__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
        1    0.000    0.000    0.000    0.000 period.py:80(PeriodIndex)
      143    0.000    0.000    0.000    0.000 _decorators.py:477(__init__)
        7    0.000    0.000    0.000    0.000 class_validators.py:143(_prepare_validator)
        9    0.000    0.000    0.073    0.008 _base.py:729(__init_subclass__)
        1    0.000    0.000    0.000    0.000 array.py:287(SparseArray)
       18    0.000    0.000    0.001    0.000 __init__.py:482(cycler)
        1    0.000    0.000    0.000    0.000 _base.py:63(_spbase)
        2    0.000    0.000    0.009    0.004 transforms.py:1(<module>)
      360    0.000    0.000    0.000    0.000 util.py:425(__missing__)
        1    0.000    0.000    0.000    0.000 _typed_ops.py:189(DatasetOpsMixin)
        1    0.000    0.000    0.024    0.024 loader.py:1(<module>)
        1    0.000    0.000    0.023    0.023 json.py:1(<module>)
      214    0.000    0.000    0.000    0.000 _decorators.py:316(<lambda>)
       30    0.000    0.000    0.001    0.000 flexparser.py:922(errors)
       26    0.000    0.000    0.001    0.000 core.py:6860(getdoc)
        2    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
        1    0.000    0.000    0.000    0.000 TetrisGame.py:1(<module>)
       50    0.000    0.000    0.001    0.000 protection.py:15(__init__)
       89    0.000    0.000    0.000    0.000 __init__.py:224(_for)
        1    0.000    0.000    0.000    0.000 _windows.py:1(<module>)
        7    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
      172    0.000    0.000    0.000    0.000 _generate_schema.py:281(__init__)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
      128    0.000    0.000    0.000    0.000 typing.py:418(literal_values)
        1    0.000    0.000    0.004    0.004 array_manager.py:1(<module>)
        1    0.000    0.000    0.061    0.061 sessions.py:1(<module>)
      151    0.000    0.000    0.000    0.000 {built-in method _operator.iadd}
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 representer.py:1(<module>)
        2    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.045    0.045 spreadsheet_drawing.py:1(<module>)
      276    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
        1    0.000    0.000    0.000    0.000 scipy_.py:1(<module>)
       21    0.000    0.000    0.000    0.000 util.py:482(add)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
        1    0.000    0.000    0.003    0.003 constructor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 accessor_dt.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:1(<module>)
      103    0.000    0.000    0.000    0.000 core.py:83(set_doc)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       66    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 _ksstats.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
       22    0.000    0.000    0.002    0.000 core.py:5173(parseImpl)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.008    0.008 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.005    0.003 _internal.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.027    0.027 _chart.py:1(<module>)
        3    0.000    0.000    0.000    0.000 strings.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dviread.py:1(<module>)
       16    0.000    0.000    0.029    0.002 css_parser.py:1149(process_selectors)
        2    0.000    0.000    0.003    0.001 dataclasses.py:1443(make_dataclass)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      190    0.000    0.000    0.000    0.000 expr.py:183(<genexpr>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
      156    0.000    0.000    0.000    0.000 core.py:1982(__hash__)
       16    0.000    0.000    0.000    0.000 __init__.py:3526(_find_adapter)
        1    0.000    0.000    0.000    0.000 datatree.py:418(DataTree)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        3    0.000    0.000    0.012    0.004 patches.py:2211(__init_subclass__)
        1    0.000    0.000    0.050    0.050 __init__.py:3660(_initialize_master_working_set)
        1    0.000    0.000    0.006    0.006 array_ops.py:1(<module>)
      223    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.110    0.110 base_defparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _short_time_fft.py:78(ShortTimeFFT)
       18    0.000    0.000    0.001    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.001    0.001 core.py:2394(get_ops_with_reflection)
